ref_date,geo,labour_force_characteristics,uom,value
2003-09,Newfoundland and Labrador,Population,Persons in thousands,426.9
2003-09,Newfoundland and Labrador,Unemployment rate,Percent,14
2003-09,Prince Edward Island,Population,Persons in thousands,109.7
2003-09,Prince Edward Island,Unemployment rate,Percent,7.4
2003-09,Nova Scotia,Population,Persons in thousands,754.5
2003-09,Nova Scotia,Unemployment rate,Percent,8.5
2003-09,New Brunswick,Population,Persons in thousands,603.7
2003-09,New Brunswick,Unemployment rate,Percent,7.8
2003-09,Ontario,Population,Persons in thousands,9782.6
2003-09,Ontario,Unemployment rate,Percent,7.1
2003-09,Manitoba,Population,Persons in thousands,870.4
2003-09,Manitoba,Unemployment rate,Percent,4.8
2003-09,Saskatchewan,Population,Persons in thousands,744.2
2003-09,Saskatchewan,Unemployment rate,Percent,4.8
2003-09,Alberta,Population,Persons in thousands,2488.6
2003-09,Alberta,Unemployment rate,Percent,4.3
2003-09,British Columbia,Population,Persons in thousands,3322.3
2003-09,British Columbia,Unemployment rate,Percent,8.2
2003-10,Newfoundland and Labrador,Population,Persons in thousands,427.2
2003-10,Newfoundland and Labrador,Unemployment rate,Percent,14.8
2003-10,Prince Edward Island,Population,Persons in thousands,109.7
2003-10,Prince Edward Island,Unemployment rate,Percent,8.3
2003-10,Nova Scotia,Population,Persons in thousands,754.9
2003-10,Nova Scotia,Unemployment rate,Percent,8.1
2003-10,New Brunswick,Population,Persons in thousands,603.8
2003-10,New Brunswick,Unemployment rate,Percent,8.6
2003-10,Ontario,Population,Persons in thousands,9794.6
2003-10,Ontario,Unemployment rate,Percent,6.4
2003-10,Manitoba,Population,Persons in thousands,871.2
2003-10,Manitoba,Unemployment rate,Percent,4.9
2003-10,Saskatchewan,Population,Persons in thousands,744.5
2003-10,Saskatchewan,Unemployment rate,Percent,4.8
2003-10,Alberta,Population,Persons in thousands,2492.7
2003-10,Alberta,Unemployment rate,Percent,4.5
2003-10,British Columbia,Population,Persons in thousands,3325.1
2003-10,British Columbia,Unemployment rate,Percent,7.2
2003-11,Newfoundland and Labrador,Population,Persons in thousands,427.3
2003-11,Newfoundland and Labrador,Unemployment rate,Percent,16.6
2003-11,Prince Edward Island,Population,Persons in thousands,109.8
2003-11,Prince Edward Island,Unemployment rate,Percent,11.7
2003-11,Nova Scotia,Population,Persons in thousands,755.4
2003-11,Nova Scotia,Unemployment rate,Percent,9.4
2003-11,New Brunswick,Population,Persons in thousands,604
2003-11,New Brunswick,Unemployment rate,Percent,9.1
2003-11,Ontario,Population,Persons in thousands,9806
2003-11,Ontario,Unemployment rate,Percent,6.2
2003-11,Manitoba,Population,Persons in thousands,872.1
2003-11,Manitoba,Unemployment rate,Percent,5.2
2003-11,Saskatchewan,Population,Persons in thousands,744.6
2003-11,Saskatchewan,Unemployment rate,Percent,5.3
2003-11,Alberta,Population,Persons in thousands,2496.4
2003-11,Alberta,Unemployment rate,Percent,4.5
2003-11,British Columbia,Population,Persons in thousands,3327.8
2003-11,British Columbia,Unemployment rate,Percent,7.4
2003-12,Newfoundland and Labrador,Population,Persons in thousands,427.4
2003-12,Newfoundland and Labrador,Unemployment rate,Percent,17.6
2003-12,Prince Edward Island,Population,Persons in thousands,109.9
2003-12,Prince Edward Island,Unemployment rate,Percent,11.9
2003-12,Nova Scotia,Population,Persons in thousands,755.7
2003-12,Nova Scotia,Unemployment rate,Percent,8.1
2003-12,New Brunswick,Population,Persons in thousands,604.2
2003-12,New Brunswick,Unemployment rate,Percent,9.3
2003-12,Ontario,Population,Persons in thousands,9816.5
2003-12,Ontario,Unemployment rate,Percent,6
2003-12,Manitoba,Population,Persons in thousands,872.8
2003-12,Manitoba,Unemployment rate,Percent,4.8
2003-12,Saskatchewan,Population,Persons in thousands,745
2003-12,Saskatchewan,Unemployment rate,Percent,5.3
2003-12,Alberta,Population,Persons in thousands,2499.8
2003-12,Alberta,Unemployment rate,Percent,4.4
2003-12,British Columbia,Population,Persons in thousands,3329.7
2003-12,British Columbia,Unemployment rate,Percent,6.4
2004-01,Newfoundland and Labrador,Population,Persons in thousands,427.5
2004-01,Newfoundland and Labrador,Unemployment rate,Percent,18.4
2004-01,Prince Edward Island,Population,Persons in thousands,110.1
2004-01,Prince Edward Island,Unemployment rate,Percent,15
2004-01,Nova Scotia,Population,Persons in thousands,756.1
2004-01,Nova Scotia,Unemployment rate,Percent,10.5
2004-01,New Brunswick,Population,Persons in thousands,604.2
2004-01,New Brunswick,Unemployment rate,Percent,11.4
2004-01,Ontario,Population,Persons in thousands,9828.3
2004-01,Ontario,Unemployment rate,Percent,6.7
2004-01,Manitoba,Population,Persons in thousands,873.8
2004-01,Manitoba,Unemployment rate,Percent,5.8
2004-01,Saskatchewan,Population,Persons in thousands,745.5
2004-01,Saskatchewan,Unemployment rate,Percent,6.2
2004-01,Alberta,Population,Persons in thousands,2504.1
2004-01,Alberta,Unemployment rate,Percent,5.3
2004-01,British Columbia,Population,Persons in thousands,3331.5
2004-01,British Columbia,Unemployment rate,Percent,8.2
2004-02,Newfoundland and Labrador,Population,Persons in thousands,427.5
2004-02,Newfoundland and Labrador,Unemployment rate,Percent,17.4
2004-02,Prince Edward Island,Population,Persons in thousands,110.2
2004-02,Prince Edward Island,Unemployment rate,Percent,14.9
2004-02,Nova Scotia,Population,Persons in thousands,756.3
2004-02,Nova Scotia,Unemployment rate,Percent,9.7
2004-02,New Brunswick,Population,Persons in thousands,604.5
2004-02,New Brunswick,Unemployment rate,Percent,10.6
2004-02,Ontario,Population,Persons in thousands,9841.3
2004-02,Ontario,Unemployment rate,Percent,6.8
2004-02,Manitoba,Population,Persons in thousands,874.7
2004-02,Manitoba,Unemployment rate,Percent,5.3
2004-02,Saskatchewan,Population,Persons in thousands,745.8
2004-02,Saskatchewan,Unemployment rate,Percent,6.1
2004-02,Alberta,Population,Persons in thousands,2509.2
2004-02,Alberta,Unemployment rate,Percent,5.3
2004-02,British Columbia,Population,Persons in thousands,3334
2004-02,British Columbia,Unemployment rate,Percent,8.4
2004-03,Newfoundland and Labrador,Population,Persons in thousands,427.4
2004-03,Newfoundland and Labrador,Unemployment rate,Percent,17.5
2004-03,Prince Edward Island,Population,Persons in thousands,110.3
2004-03,Prince Edward Island,Unemployment rate,Percent,14.3
2004-03,Nova Scotia,Population,Persons in thousands,756.6
2004-03,Nova Scotia,Unemployment rate,Percent,10.4
2004-03,New Brunswick,Population,Persons in thousands,604.7
2004-03,New Brunswick,Unemployment rate,Percent,11.1
2004-03,Ontario,Population,Persons in thousands,9854.3
2004-03,Ontario,Unemployment rate,Percent,7.3
2004-03,Manitoba,Population,Persons in thousands,875.7
2004-03,Manitoba,Unemployment rate,Percent,5.3
2004-03,Saskatchewan,Population,Persons in thousands,746.3
2004-03,Saskatchewan,Unemployment rate,Percent,6.4
2004-03,Alberta,Population,Persons in thousands,2513.7
2004-03,Alberta,Unemployment rate,Percent,5
2004-03,British Columbia,Population,Persons in thousands,3337
2004-03,British Columbia,Unemployment rate,Percent,7.9
2004-04,Newfoundland and Labrador,Population,Persons in thousands,427.2
2004-04,Newfoundland and Labrador,Unemployment rate,Percent,18.6
2004-04,Prince Edward Island,Population,Persons in thousands,110.4
2004-04,Prince Edward Island,Unemployment rate,Percent,16.8
2004-04,Nova Scotia,Population,Persons in thousands,756.9
2004-04,Nova Scotia,Unemployment rate,Percent,9.9
2004-04,New Brunswick,Population,Persons in thousands,604.8
2004-04,New Brunswick,Unemployment rate,Percent,11.9
2004-04,Ontario,Population,Persons in thousands,9867.6
2004-04,Ontario,Unemployment rate,Percent,6.7
2004-04,Manitoba,Population,Persons in thousands,876.5
2004-04,Manitoba,Unemployment rate,Percent,5.7
2004-04,Saskatchewan,Population,Persons in thousands,746.6
2004-04,Saskatchewan,Unemployment rate,Percent,5.8
2004-04,Alberta,Population,Persons in thousands,2518.1
2004-04,Alberta,Unemployment rate,Percent,4.7
2004-04,British Columbia,Population,Persons in thousands,3340.5
2004-04,British Columbia,Unemployment rate,Percent,7.8
2004-05,Newfoundland and Labrador,Population,Persons in thousands,427.2
2004-05,Newfoundland and Labrador,Unemployment rate,Percent,17.5
2004-05,Prince Edward Island,Population,Persons in thousands,110.5
2004-05,Prince Edward Island,Unemployment rate,Percent,10.6
2004-05,Nova Scotia,Population,Persons in thousands,757.3
2004-05,Nova Scotia,Unemployment rate,Percent,9.1
2004-05,New Brunswick,Population,Persons in thousands,605.1
2004-05,New Brunswick,Unemployment rate,Percent,11
2004-05,Ontario,Population,Persons in thousands,9881.6
2004-05,Ontario,Unemployment rate,Percent,7.2
2004-05,Manitoba,Population,Persons in thousands,877.4
2004-05,Manitoba,Unemployment rate,Percent,4.9
2004-05,Saskatchewan,Population,Persons in thousands,746.8
2004-05,Saskatchewan,Unemployment rate,Percent,4.8
2004-05,Alberta,Population,Persons in thousands,2522.6
2004-05,Alberta,Unemployment rate,Percent,4.5
2004-05,British Columbia,Population,Persons in thousands,3344.1
2004-05,British Columbia,Unemployment rate,Percent,7.7
2004-06,Newfoundland and Labrador,Population,Persons in thousands,427.2
2004-06,Newfoundland and Labrador,Unemployment rate,Percent,14.2
2004-06,Prince Edward Island,Population,Persons in thousands,110.4
2004-06,Prince Edward Island,Unemployment rate,Percent,7.3
2004-06,Nova Scotia,Population,Persons in thousands,757.9
2004-06,Nova Scotia,Unemployment rate,Percent,7.7
2004-06,New Brunswick,Population,Persons in thousands,605.4
2004-06,New Brunswick,Unemployment rate,Percent,9
2004-06,Ontario,Population,Persons in thousands,9899.3
2004-06,Ontario,Unemployment rate,Percent,6.6
2004-06,Manitoba,Population,Persons in thousands,878.2
2004-06,Manitoba,Unemployment rate,Percent,5
2004-06,Saskatchewan,Population,Persons in thousands,747.2
2004-06,Saskatchewan,Unemployment rate,Percent,4.5
2004-06,Alberta,Population,Persons in thousands,2529
2004-06,Alberta,Unemployment rate,Percent,4.2
2004-06,British Columbia,Population,Persons in thousands,3348.6
2004-06,British Columbia,Unemployment rate,Percent,6.9
2004-07,Newfoundland and Labrador,Population,Persons in thousands,427.2
2004-07,Newfoundland and Labrador,Unemployment rate,Percent,12.4
2004-07,Prince Edward Island,Population,Persons in thousands,110.5
2004-07,Prince Edward Island,Unemployment rate,Percent,9.2
2004-07,Nova Scotia,Population,Persons in thousands,758.6
2004-07,Nova Scotia,Unemployment rate,Percent,8.1
2004-07,New Brunswick,Population,Persons in thousands,605.4
2004-07,New Brunswick,Unemployment rate,Percent,9.5
2004-07,Ontario,Population,Persons in thousands,9912.8
2004-07,Ontario,Unemployment rate,Percent,7.4
2004-07,Manitoba,Population,Persons in thousands,878.9
2004-07,Manitoba,Unemployment rate,Percent,5.7
2004-07,Saskatchewan,Population,Persons in thousands,747.1
2004-07,Saskatchewan,Unemployment rate,Percent,5.4
2004-07,Alberta,Population,Persons in thousands,2534.7
2004-07,Alberta,Unemployment rate,Percent,4.8
2004-07,British Columbia,Population,Persons in thousands,3352.1
2004-07,British Columbia,Unemployment rate,Percent,7.2
2004-08,Newfoundland and Labrador,Population,Persons in thousands,427.1
2004-08,Newfoundland and Labrador,Unemployment rate,Percent,14
2004-08,Prince Edward Island,Population,Persons in thousands,110.6
2004-08,Prince Edward Island,Unemployment rate,Percent,8.4
2004-08,Nova Scotia,Population,Persons in thousands,758.9
2004-08,Nova Scotia,Unemployment rate,Percent,8.3
2004-08,New Brunswick,Population,Persons in thousands,605.5
2004-08,New Brunswick,Unemployment rate,Percent,9.4
2004-08,Ontario,Population,Persons in thousands,9927.6
2004-08,Ontario,Unemployment rate,Percent,7.5
2004-08,Manitoba,Population,Persons in thousands,879.4
2004-08,Manitoba,Unemployment rate,Percent,6.3
2004-08,Saskatchewan,Population,Persons in thousands,747.4
2004-08,Saskatchewan,Unemployment rate,Percent,5.5
2004-08,Alberta,Population,Persons in thousands,2542.1
2004-08,Alberta,Unemployment rate,Percent,4.9
2004-08,British Columbia,Population,Persons in thousands,3356.1
2004-08,British Columbia,Unemployment rate,Percent,8
2004-09,Newfoundland and Labrador,Population,Persons in thousands,427.3
2004-09,Newfoundland and Labrador,Unemployment rate,Percent,13.5
2004-09,Prince Edward Island,Population,Persons in thousands,110.6
2004-09,Prince Edward Island,Unemployment rate,Percent,8
2004-09,Nova Scotia,Population,Persons in thousands,758.9
2004-09,Nova Scotia,Unemployment rate,Percent,7.8
2004-09,New Brunswick,Population,Persons in thousands,605.6
2004-09,New Brunswick,Unemployment rate,Percent,7.7
2004-09,Ontario,Population,Persons in thousands,9939.6
2004-09,Ontario,Unemployment rate,Percent,6.3
2004-09,Manitoba,Population,Persons in thousands,880.1
2004-09,Manitoba,Unemployment rate,Percent,5.2
2004-09,Saskatchewan,Population,Persons in thousands,747.5
2004-09,Saskatchewan,Unemployment rate,Percent,5
2004-09,Alberta,Population,Persons in thousands,2547.6
2004-09,Alberta,Unemployment rate,Percent,4.3
2004-09,British Columbia,Population,Persons in thousands,3359.6
2004-09,British Columbia,Unemployment rate,Percent,6.2
2004-10,Newfoundland and Labrador,Population,Persons in thousands,427.5
2004-10,Newfoundland and Labrador,Unemployment rate,Percent,14
2004-10,Prince Edward Island,Population,Persons in thousands,110.6
2004-10,Prince Edward Island,Unemployment rate,Percent,9.5
2004-10,Nova Scotia,Population,Persons in thousands,759.3
2004-10,Nova Scotia,Unemployment rate,Percent,7.5
2004-10,New Brunswick,Population,Persons in thousands,605.6
2004-10,New Brunswick,Unemployment rate,Percent,8.3
2004-10,Ontario,Population,Persons in thousands,9950.8
2004-10,Ontario,Unemployment rate,Percent,6.1
2004-10,Manitoba,Population,Persons in thousands,880.7
2004-10,Manitoba,Unemployment rate,Percent,4.9
2004-10,Saskatchewan,Population,Persons in thousands,747.6
2004-10,Saskatchewan,Unemployment rate,Percent,4.3
2004-10,Alberta,Population,Persons in thousands,2552.7
2004-10,Alberta,Unemployment rate,Percent,4.5
2004-10,British Columbia,Population,Persons in thousands,3362.8
2004-10,British Columbia,Unemployment rate,Percent,6.3
2004-11,Newfoundland and Labrador,Population,Persons in thousands,427.7
2004-11,Newfoundland and Labrador,Unemployment rate,Percent,15.7
2004-11,Prince Edward Island,Population,Persons in thousands,110.6
2004-11,Prince Edward Island,Unemployment rate,Percent,10.7
2004-11,Nova Scotia,Population,Persons in thousands,759.4
2004-11,Nova Scotia,Unemployment rate,Percent,8.6
2004-11,New Brunswick,Population,Persons in thousands,605.7
2004-11,New Brunswick,Unemployment rate,Percent,8.9
2004-11,Ontario,Population,Persons in thousands,9960.8
2004-11,Ontario,Unemployment rate,Percent,6.3
2004-11,Manitoba,Population,Persons in thousands,881.5
2004-11,Manitoba,Unemployment rate,Percent,4.8
2004-11,Saskatchewan,Population,Persons in thousands,747.7
2004-11,Saskatchewan,Unemployment rate,Percent,4.8
2004-11,Alberta,Population,Persons in thousands,2557.8
2004-11,Alberta,Unemployment rate,Percent,4.5
2004-11,British Columbia,Population,Persons in thousands,3365.4
2004-11,British Columbia,Unemployment rate,Percent,6.2
2004-12,Newfoundland and Labrador,Population,Persons in thousands,427.8
2004-12,Newfoundland and Labrador,Unemployment rate,Percent,14.8
2004-12,Prince Edward Island,Population,Persons in thousands,110.7
2004-12,Prince Edward Island,Unemployment rate,Percent,11.6
2004-12,Nova Scotia,Population,Persons in thousands,759.7
2004-12,Nova Scotia,Unemployment rate,Percent,8.3
2004-12,New Brunswick,Population,Persons in thousands,606
2004-12,New Brunswick,Unemployment rate,Percent,9
2004-12,Ontario,Population,Persons in thousands,9970.7
2004-12,Ontario,Unemployment rate,Percent,6.3
2004-12,Manitoba,Population,Persons in thousands,882
2004-12,Manitoba,Unemployment rate,Percent,4.7
2004-12,Saskatchewan,Population,Persons in thousands,748
2004-12,Saskatchewan,Unemployment rate,Percent,5.2
2004-12,Alberta,Population,Persons in thousands,2562.6
2004-12,Alberta,Unemployment rate,Percent,4.1
2004-12,British Columbia,Population,Persons in thousands,3367.7
2004-12,British Columbia,Unemployment rate,Percent,5.6
2005-01,Newfoundland and Labrador,Population,Persons in thousands,427.8
2005-01,Newfoundland and Labrador,Unemployment rate,Percent,16.4
2005-01,Prince Edward Island,Population,Persons in thousands,110.9
2005-01,Prince Edward Island,Unemployment rate,Percent,14.3
2005-01,Nova Scotia,Population,Persons in thousands,759.7
2005-01,Nova Scotia,Unemployment rate,Percent,9.8
2005-01,New Brunswick,Population,Persons in thousands,606.2
2005-01,New Brunswick,Unemployment rate,Percent,11.2
2005-01,Ontario,Population,Persons in thousands,9982.1
2005-01,Ontario,Unemployment rate,Percent,6.7
2005-01,Manitoba,Population,Persons in thousands,882.7
2005-01,Manitoba,Unemployment rate,Percent,5.5
2005-01,Saskatchewan,Population,Persons in thousands,748.2
2005-01,Saskatchewan,Unemployment rate,Percent,5.6
2005-01,Alberta,Population,Persons in thousands,2568.5
2005-01,Alberta,Unemployment rate,Percent,4.9
2005-01,British Columbia,Population,Persons in thousands,3370.2
2005-01,British Columbia,Unemployment rate,Percent,7.2
2005-02,Newfoundland and Labrador,Population,Persons in thousands,427.5
2005-02,Newfoundland and Labrador,Unemployment rate,Percent,17.2
2005-02,Prince Edward Island,Population,Persons in thousands,111
2005-02,Prince Edward Island,Unemployment rate,Percent,13.3
2005-02,Nova Scotia,Population,Persons in thousands,759.7
2005-02,Nova Scotia,Unemployment rate,Percent,10.6
2005-02,New Brunswick,Population,Persons in thousands,606.3
2005-02,New Brunswick,Unemployment rate,Percent,10.5
2005-02,Ontario,Population,Persons in thousands,9994.5
2005-02,Ontario,Unemployment rate,Percent,6.9
2005-02,Manitoba,Population,Persons in thousands,883.3
2005-02,Manitoba,Unemployment rate,Percent,5.3
2005-02,Saskatchewan,Population,Persons in thousands,748.2
2005-02,Saskatchewan,Unemployment rate,Percent,5.5
2005-02,Alberta,Population,Persons in thousands,2575.5
2005-02,Alberta,Unemployment rate,Percent,4.2
2005-02,British Columbia,Population,Persons in thousands,3373.9
2005-02,British Columbia,Unemployment rate,Percent,7.6
2005-03,Newfoundland and Labrador,Population,Persons in thousands,427.2
2005-03,Newfoundland and Labrador,Unemployment rate,Percent,16.8
2005-03,Prince Edward Island,Population,Persons in thousands,111.1
2005-03,Prince Edward Island,Unemployment rate,Percent,13.2
2005-03,Nova Scotia,Population,Persons in thousands,759.7
2005-03,Nova Scotia,Unemployment rate,Percent,9.8
2005-03,New Brunswick,Population,Persons in thousands,606.3
2005-03,New Brunswick,Unemployment rate,Percent,10.5
2005-03,Ontario,Population,Persons in thousands,10006.6
2005-03,Ontario,Unemployment rate,Percent,7.3
2005-03,Manitoba,Population,Persons in thousands,883.9
2005-03,Manitoba,Unemployment rate,Percent,5.5
2005-03,Saskatchewan,Population,Persons in thousands,748.1
2005-03,Saskatchewan,Unemployment rate,Percent,5.5
2005-03,Alberta,Population,Persons in thousands,2582.3
2005-03,Alberta,Unemployment rate,Percent,3.5
2005-03,British Columbia,Population,Persons in thousands,3377.7
2005-03,British Columbia,Unemployment rate,Percent,6.7
2005-04,Newfoundland and Labrador,Population,Persons in thousands,426.8
2005-04,Newfoundland and Labrador,Unemployment rate,Percent,18.7
2005-04,Prince Edward Island,Population,Persons in thousands,111.2
2005-04,Prince Edward Island,Unemployment rate,Percent,15.1
2005-04,Nova Scotia,Population,Persons in thousands,759.8
2005-04,Nova Scotia,Unemployment rate,Percent,9.2
2005-04,New Brunswick,Population,Persons in thousands,606.2
2005-04,New Brunswick,Unemployment rate,Percent,11.1
2005-04,Ontario,Population,Persons in thousands,10019.1
2005-04,Ontario,Unemployment rate,Percent,6.7
2005-04,Manitoba,Population,Persons in thousands,884.3
2005-04,Manitoba,Unemployment rate,Percent,5.1
2005-04,Saskatchewan,Population,Persons in thousands,747.8
2005-04,Saskatchewan,Unemployment rate,Percent,5.5
2005-04,Alberta,Population,Persons in thousands,2589.2
2005-04,Alberta,Unemployment rate,Percent,4.2
2005-04,British Columbia,Population,Persons in thousands,3381.5
2005-04,British Columbia,Unemployment rate,Percent,6.2
2005-05,Newfoundland and Labrador,Population,Persons in thousands,426.6
2005-05,Newfoundland and Labrador,Unemployment rate,Percent,16.6
2005-05,Prince Edward Island,Population,Persons in thousands,111.3
2005-05,Prince Edward Island,Unemployment rate,Percent,9.6
2005-05,Nova Scotia,Population,Persons in thousands,760
2005-05,Nova Scotia,Unemployment rate,Percent,7.8
2005-05,New Brunswick,Population,Persons in thousands,606.3
2005-05,New Brunswick,Unemployment rate,Percent,9.5
2005-05,Ontario,Population,Persons in thousands,10036.2
2005-05,Ontario,Unemployment rate,Percent,7.2
2005-05,Manitoba,Population,Persons in thousands,884.6
2005-05,Manitoba,Unemployment rate,Percent,4.6
2005-05,Saskatchewan,Population,Persons in thousands,747.7
2005-05,Saskatchewan,Unemployment rate,Percent,4.3
2005-05,Alberta,Population,Persons in thousands,2598
2005-05,Alberta,Unemployment rate,Percent,3.6
2005-05,British Columbia,Population,Persons in thousands,3386.6
2005-05,British Columbia,Unemployment rate,Percent,6
2005-06,Newfoundland and Labrador,Population,Persons in thousands,426.6
2005-06,Newfoundland and Labrador,Unemployment rate,Percent,12.5
2005-06,Prince Edward Island,Population,Persons in thousands,111.4
2005-06,Prince Edward Island,Unemployment rate,Percent,7.8
2005-06,Nova Scotia,Population,Persons in thousands,760.3
2005-06,Nova Scotia,Unemployment rate,Percent,7.7
2005-06,New Brunswick,Population,Persons in thousands,606.3
2005-06,New Brunswick,Unemployment rate,Percent,8.9
2005-06,Ontario,Population,Persons in thousands,10051.2
2005-06,Ontario,Unemployment rate,Percent,6.6
2005-06,Manitoba,Population,Persons in thousands,884.9
2005-06,Manitoba,Unemployment rate,Percent,4.3
2005-06,Saskatchewan,Population,Persons in thousands,747.5
2005-06,Saskatchewan,Unemployment rate,Percent,4.1
2005-06,Alberta,Population,Persons in thousands,2604.7
2005-06,Alberta,Unemployment rate,Percent,3.5
2005-06,British Columbia,Population,Persons in thousands,3391.1
2005-06,British Columbia,Unemployment rate,Percent,5.5
2005-07,Newfoundland and Labrador,Population,Persons in thousands,426.7
2005-07,Newfoundland and Labrador,Unemployment rate,Percent,12.1
2005-07,Prince Edward Island,Population,Persons in thousands,111.5
2005-07,Prince Edward Island,Unemployment rate,Percent,9.2
2005-07,Nova Scotia,Population,Persons in thousands,760.8
2005-07,Nova Scotia,Unemployment rate,Percent,7.6
2005-07,New Brunswick,Population,Persons in thousands,606.2
2005-07,New Brunswick,Unemployment rate,Percent,9.2
2005-07,Ontario,Population,Persons in thousands,10066
2005-07,Ontario,Unemployment rate,Percent,7.4
2005-07,Manitoba,Population,Persons in thousands,885.3
2005-07,Manitoba,Unemployment rate,Percent,4.7
2005-07,Saskatchewan,Population,Persons in thousands,747.6
2005-07,Saskatchewan,Unemployment rate,Percent,4.8
2005-07,Alberta,Population,Persons in thousands,2611.2
2005-07,Alberta,Unemployment rate,Percent,3.7
2005-07,British Columbia,Population,Persons in thousands,3395.9
2005-07,British Columbia,Unemployment rate,Percent,6.3
2005-08,Newfoundland and Labrador,Population,Persons in thousands,426.7
2005-08,Newfoundland and Labrador,Unemployment rate,Percent,15
2005-08,Prince Edward Island,Population,Persons in thousands,111.6
2005-08,Prince Edward Island,Unemployment rate,Percent,8.8
2005-08,Nova Scotia,Population,Persons in thousands,761.5
2005-08,Nova Scotia,Unemployment rate,Percent,6.9
2005-08,New Brunswick,Population,Persons in thousands,606.2
2005-08,New Brunswick,Unemployment rate,Percent,9.2
2005-08,Ontario,Population,Persons in thousands,10082
2005-08,Ontario,Unemployment rate,Percent,7.4
2005-08,Manitoba,Population,Persons in thousands,885.9
2005-08,Manitoba,Unemployment rate,Percent,5.3
2005-08,Saskatchewan,Population,Persons in thousands,747.8
2005-08,Saskatchewan,Unemployment rate,Percent,5.6
2005-08,Alberta,Population,Persons in thousands,2619.2
2005-08,Alberta,Unemployment rate,Percent,4.3
2005-08,British Columbia,Population,Persons in thousands,3401.9
2005-08,British Columbia,Unemployment rate,Percent,6.3
2005-09,Newfoundland and Labrador,Population,Persons in thousands,426.7
2005-09,Newfoundland and Labrador,Unemployment rate,Percent,13.2
2005-09,Prince Edward Island,Population,Persons in thousands,111.6
2005-09,Prince Edward Island,Unemployment rate,Percent,8.3
2005-09,Nova Scotia,Population,Persons in thousands,761.7
2005-09,Nova Scotia,Unemployment rate,Percent,7.8
2005-09,New Brunswick,Population,Persons in thousands,606.4
2005-09,New Brunswick,Unemployment rate,Percent,8.5
2005-09,Ontario,Population,Persons in thousands,10093.6
2005-09,Ontario,Unemployment rate,Percent,6.2
2005-09,Manitoba,Population,Persons in thousands,886.3
2005-09,Manitoba,Unemployment rate,Percent,4.4
2005-09,Saskatchewan,Population,Persons in thousands,747.7
2005-09,Saskatchewan,Unemployment rate,Percent,5.5
2005-09,Alberta,Population,Persons in thousands,2626.4
2005-09,Alberta,Unemployment rate,Percent,3.7
2005-09,British Columbia,Population,Persons in thousands,3405.8
2005-09,British Columbia,Unemployment rate,Percent,5.1
2005-10,Newfoundland and Labrador,Population,Persons in thousands,426.6
2005-10,Newfoundland and Labrador,Unemployment rate,Percent,14
2005-10,Prince Edward Island,Population,Persons in thousands,111.6
2005-10,Prince Edward Island,Unemployment rate,Percent,9.2
2005-10,Nova Scotia,Population,Persons in thousands,762.1
2005-10,Nova Scotia,Unemployment rate,Percent,7.7
2005-10,New Brunswick,Population,Persons in thousands,606.5
2005-10,New Brunswick,Unemployment rate,Percent,9.7
2005-10,Ontario,Population,Persons in thousands,10104.7
2005-10,Ontario,Unemployment rate,Percent,6
2005-10,Manitoba,Population,Persons in thousands,886.7
2005-10,Manitoba,Unemployment rate,Percent,4.1
2005-10,Saskatchewan,Population,Persons in thousands,747.8
2005-10,Saskatchewan,Unemployment rate,Percent,4.7
2005-10,Alberta,Population,Persons in thousands,2634
2005-10,Alberta,Unemployment rate,Percent,3.9
2005-10,British Columbia,Population,Persons in thousands,3409.3
2005-10,British Columbia,Unemployment rate,Percent,4.5
2005-11,Newfoundland and Labrador,Population,Persons in thousands,426.5
2005-11,Newfoundland and Labrador,Unemployment rate,Percent,14.7
2005-11,Prince Edward Island,Population,Persons in thousands,111.6
2005-11,Prince Edward Island,Unemployment rate,Percent,10.6
2005-11,Nova Scotia,Population,Persons in thousands,762.3
2005-11,Nova Scotia,Unemployment rate,Percent,8
2005-11,New Brunswick,Population,Persons in thousands,606.6
2005-11,New Brunswick,Unemployment rate,Percent,8.6
2005-11,Ontario,Population,Persons in thousands,10115.4
2005-11,Ontario,Unemployment rate,Percent,5.5
2005-11,Manitoba,Population,Persons in thousands,887.2
2005-11,Manitoba,Unemployment rate,Percent,3.8
2005-11,Saskatchewan,Population,Persons in thousands,747.8
2005-11,Saskatchewan,Unemployment rate,Percent,4.8
2005-11,Alberta,Population,Persons in thousands,2641.1
2005-11,Alberta,Unemployment rate,Percent,4.1
2005-11,British Columbia,Population,Persons in thousands,3412.3
2005-11,British Columbia,Unemployment rate,Percent,4.5
2005-12,Newfoundland and Labrador,Population,Persons in thousands,426.6
2005-12,Newfoundland and Labrador,Unemployment rate,Percent,15.8
2005-12,Prince Edward Island,Population,Persons in thousands,111.7
2005-12,Prince Edward Island,Unemployment rate,Percent,12.1
2005-12,Nova Scotia,Population,Persons in thousands,762.6
2005-12,Nova Scotia,Unemployment rate,Percent,8
2005-12,New Brunswick,Population,Persons in thousands,606.8
2005-12,New Brunswick,Unemployment rate,Percent,9.1
2005-12,Ontario,Population,Persons in thousands,10125.2
2005-12,Ontario,Unemployment rate,Percent,5.6
2005-12,Manitoba,Population,Persons in thousands,887.8
2005-12,Manitoba,Unemployment rate,Percent,4.1
2005-12,Saskatchewan,Population,Persons in thousands,748
2005-12,Saskatchewan,Unemployment rate,Percent,4.9
2005-12,Alberta,Population,Persons in thousands,2647.3
